,Unnamed: 0,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
561,88,TheVictoriousV,"Flawed but likely to be loved by the ""Good for Her"" crowd",5/10,3 November 2021,"Edgar Wright goes Argento in Last Night in Soho, and it makes some sense that he would delve into neon-bathed horror nostalgia after dipping his feet into neo-noir (a genre often associated with colorful, sometimes homoerotic lights breaking the noir darkness) with 2017's Baby Driver. It's a shame that it would fall a bit short.Indeed, even as love letters to Argento-era horror go (with a splash of the Swinging Sixties this time), this one's not as good as Beyond the Black Rainbow or even this year's Censor. I don't know if it's better or worse than The Neon Demon (the most Suspiria-esque of the films I've listed). As for the filmography of Edgar Wright, the man whose distinct visual flare is still the subject of every video essayist that's already covered Wes Anderson, this is pretty disappointing and humorless.The film might find some fandom in the ""Good for Her"" community, where people treat characters like Cassie Thomas, Cecilia Kass, and Amy Elliott Dunn the way those same people feared that school-shooter incels would do with Arthur Fleck when Joker came out. It's not likely that this film will face the same scrutiny; that critics will whine that it either glorifies violence or has the wrong implications about marginalized groups (abuse victims instead of mental patients, in this case). I guess that's somethin'!But is there anything in here for those of us who simply value quality? Well, the imagery inevitably looks nice and atmospheric despite often lacking Wright's usual energy, the Swinging-London costumes and production design are often convincing, and as it turns out, Anya Taylor-Joy can really sing! A happy surprise on an already groovy soundtrack.I just don't find myself caring a great deal about the story, though I do enjoy its premise, where a young modern-day country girl (Thomasin McKenzie) moves to London and begins having dreams where she observes the same city, 60 years earlier, through the eyes of a singer named Sandie (Taylor-Joy), thus discovering secrets of latter's fate. There is a violent pimp played by Matt Smith (almost as deliciously nasty here as in the similarly neon-laden Lost River) and, in present-day, a similar-looking mystery man played by Terence Stamp. We also see Diana Rigg in her final film role.If you think this sounds eerie and maybe a bit interesting, I would agree with you. Alas, this connection between two women separated by six decades never gets at anything deep, and as Robert Daniels pointed out ""Wright doesn't have anything to say about the sex industry, the casting couch, or mental health beyond a surface-level understanding"".I am not as bothered by this as Daniels - there is plenty of fun to be had with the gore and references - but it does reek of missed potential. And even the high-energy, dumb-but-fun horror stuff is, once again, not as visually meticulous or purposeful as some of Wright's older imagery (the most obvious comparison is to his seminal Shaun of the Dead and one early sequence is, for what it's worth, nearly on par with Baby Driver). It can be downright disorienting at points.Last Night in Soho has its moments and Anya Taylor-Joy is Anya Taylor-Joy so of course this isn't a wholly worthless film. And as I've noted, some demographics are sure to outright adore it. Good for Sandie.",Last Night in Soho
562,89,pensacolacomputer,MORE HOLLYWOOD WOKENESS GARBAGE,2/10,22 November 2021,"In Wokeness movies, everyone who is bad looks the same, they all have the same exact characteristics....and every good character looks the same with the exact same characteristics.... I'll let you figure out what those characteristics are...Once you spot it, you cannot unsee it.AND ITS GETTING EFFING OLD!WAKE UP HOLLYWOOD!EVERYONE IS GETTING SICK OF THIS CRAP AGENDA YOU ARE PUSHING!
                
                    13 out of 24 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Last Night in Soho
563,90,Lewis_Heather787,Not mysterious nor frightening!!,5/10,31 October 2021,"When I first heard about Edgar Wright making a Thriller/mystery murder type of film, I have to admit I was curious to see how that would turn out. For me he is a complicated director that can either wow me with some quality memorable films and also drive me crazy with some awful decisions. I know I'm in the minority on that and 100% will be about this film too. Due to the fact that once again he has made a film that is more style over substance, I was pretty bored watching ""Last Night in Soho"".Before I start to complain, whine and moan about what I thought was wrong about this film, there are still thankful some good aspects to it. Firstly the three main leads are all absolutely stellar across the board. Anya Taylor-Joy, Matt Smith and Thomasin Mckenzie are equally great in their roles. I have to say I'm especially happy for Smith because I've always thought he had the acting ability to be given a bigger chance in hollywood. I really hope this role helps him get more chances because he was great !!. Taylor-Joy we know by now she is already a star having given plenty of great performances over the years and this is no different!!! McKenzie yet again adding another performance to her very young career, no wonder people think she'll be even bigger name in the future.The other area I like about the film is the production design and the transformation of London is really really amazing to see on screen. Credit should go to Wright and the team behind it because they done some incredible work.However, *sigh*............. I'm starting to get the feeling that Edgar Wright likes to think he makes complicated pieces of film like Nolan, Villeneuve, Tarantino and PTA just to name a few. For me though he falls way way low of anywhere near that level of story telling with this new film especially. Just like with ""Baby Driver"" I heard a recently interview with Wright saying how he came up with the soundtrack of the film before even writing a single line of the script. To me it shows massively where he spends most of his creative energy and it is 100% not story which it should be.This film is lacking huge amounts of depth that it so desperately needs because sadly the story to this film is plain boring!! Even as the film progresses every turn it takes doesn't add anything of mystery or interest to me, it is all just so surface level. Plus then the obvious twist that comes at the end is so ridiculous it is almost laughable. Its a huge shame because the characters he had created were decent enough with great performances. Sadly he didn't give them the interesting, nail biting, complex, ambiguous and thrilling story they desperately needed.I am pretty sure I'll never see this film again, it gives me no feeling of re-watchability at all. Doesn't make my mind want to find all the small hidden details and meanings, not that there are any!!!........I could not care less !!!55% out of 100 a disappointment however more confusion given the bizarre positive reviews this film is getting. Maybe I watched a completely different film to everyone else. Three great performances however more style and less substance makes this attempt at a murder mystery go out with a whimper.",Last Night in Soho
564,91,mr_bickle_the_pickle,You can always go downtown....to the movies,9/10,3 November 2021,"I thought it was a very well done original story. I really liked the horror and mystery elements as well as the feminist approach to the story. It has a great soundtrack and definitely makes you want to get into the 60s vibes yourself. I think the third act does get a bit muddled. Even though a part of me suspected the ""twist"", I wouldn't say it was predictable. It was more so the reveal of it. And I felt it opened up more questions. Still though, overall it's a highly entertaining film and Thomason and Anya are equally great in this film and very captivating to watch on screen. Probably my favourite film of the year so far.
                
                    2 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Last Night in Soho
565,92,leavymusic-2,Original,8/10,29 November 2021,"Why are writers and directors heading back in time to the 60's recently?With Once upon a time in Hollywood, Get back the Beatles and now Last night in soho.Its perhaps the glamour, the style, the music & the craving to be reminded of a past era that in many ways seems more appealing than life in 2021.So without the rosey tinted glasses on, the 1960's was a special decade, huge changes, to many to mention in a review, I guess my point is this film works on this bygone era by bringing back a faithful stunning look of soho in a modern film, stylishly acted & well directed the film is turbulent ride that keeps you guessing and at times is quite disturbing, without going into a detailed plot i will leave this review with a thumbs up & with the word ""go see it!"" especially if you're a lover of the 60's & the horror genre. This one rocks!",Last Night in Soho
566,93,AdrenalinDragon,Edgar Wright's first misfire,8/10,29 October 2021,"Last Night in Soho proves Edgar Wright is best when he has a bit of fun with his films rather than taking them deadly seriously. In the end, the Horror direction he has taken here is pretty underwhelming and ticks off a lot of cliches and predictable writing. The movie thinks it's cleverer than it actually is and all it does is make it come off as a little pretentious. The characters didn't leave much of an impression here either by the end.There's some pretty good production values and stylish shots and performances, but it feels a little derivative. The dreamy sequences kind of get mildly repetitive and by the end the movie just doesn't know what it wants to be. There's lacking a bit of spark and fun that Wright usually brings to his films so this one ends up being a little forgettable. Overall, it came out feeling like a big letdown.5/10.
                
                    15 out of 34 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Last Night in Soho
567,94,isantistao,A Stunning Cinematic Spectacle,10/10,7 November 2021,"I was totally blown away by this movie. For starters the cinematography is just stunning. It is full of brilliant and beautiful colors. And the film is the perfect blend of light and dark imagery, and it can get a bit trippy at times too which I love. It also features two beautiful young actresses putting on a captivating, even hypnotic performance. Especially due to the singing and dancing of one of them. And the film combines multiple different genres and styles, primarily time travel and horror, which have never before been combined and create quite a fantastic story. And a few sub genre's, namely murder mystery, fantasy, and tragedy. It does of course have a few twists in it, along with a really big one at the end that will put your jaw on the floor. And I'd also like to mention that there's a lot of great music from the 60's in the film as well so if you like 60's music you will enjoy it as well. So all in all the film is a true masterpiece, a perfect 10. I highly recommend seeing it in the theater while you can, this kind of stunning cinematic spectacle really should be viewed on the big screen so that you can be fully immersed in the very colorful and entrancing work of art that it is.",Last Night in Soho
568,0,lee_eisenberg,"you've got a talent, so make something of it",10/10,22 November 2021,"I first learned of Venus and Serena Williams in the late 1990s, and heard about what fine tennis players they are. Although I'm not into tennis, there was no denying their talent.What I didn't know about was their life story. Reinaldo Marcus Green's ""King Richard"" looks at this, with Will Smith as their father, a man who gave tough love out of a desire for his children to have a better life than he had.This is a great movie all around. Part of it is that it's good to see Smith taking serious roles (it was fun to see him play hip dudes, but he couldn't do that forever). Beyond that, every cast member puts in a fine performance, and it's lovable to see the whole story plain out. If you have any extra time, definitely see this one.
                
                    19 out of 37 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",King Richard
569,1,CinemaSerf,The ultimate pushy parent...,6/10,9 November 2021,"This is one of these stories of dedication and inspiration that ought to have made for compelling viewing. Sadly, though, it doesn't. Will Smith is the eponymous character, the father of the now legendary Serena and Venus Williams, and the narrative depicts his vision and determination to ensure that his daughters grasp every opportunity - willingly or less so - on their journey to undoubted tennis greatness. Sadly, though, I just found it all too focussed on an unremarkable performance from Smith. Though he does come across as a tightly focussed man, he also comes across and a rather unpleasant, thoughtless individual for whom, after a while, I began to feel a growing dislike. The somewhat arbitrary way in which he treats not just his family, but those around trying to help (and, admittedly, to capitalise on the impending gravy train) is all just bit too improbable. Had I been Rick Macci (John Bernthal) or Paul Cohen (Tony Goldwyn) I would have told him where to get off long before it became apparent that these two girls actually did have the ability to make it big. The acting efforts from the two young women are engaging, as is that from their mother Aunjanue Ellis but they are all too often subsumed in the domineering shadow of Smith. At 2¼ hours, it is also far too long. There are too many scenes that detract from the pace, offering us an increasingly annoying, meandering, lack of impetus and I could have done with far more input from the real ""stars"" of the movie to illustrate just how determined and accomplished they were (as opposed to their father). I know the film is about Richard Williams, but I found that whole emphasis just a bit skewed. There are far more interesting and nuanced characters in this story of these ladies that ought to have featured more prominently, rather than simply a chest-banging exercise for him!",King Richard
570,2,Calicodreamin,"Good, but slow",6/10,23 November 2021,"A strong message of perseverance and determination that only Will Smith can deliver. The Williams sisters serve up a good dose of empowerment and inspo. The film itself is slow and repetitive, a lot of long scenes and the same monologues served up in different words.
                
                    5 out of 21 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",King Richard
571,3,ferguson-6,The Plan,7/10,18 November 2021,"Greetings again from the darkness. Sports parents. Band parents. Dance parents. Cheerleader parents. Drama parents. We all know THOSE parents ... and many of us, whether we admit it or not, ARE those parents. Director Reinaldo Marcus Green (JOE BELL, 2020) and first time screenwriter Zach Baylin bring us the story of the unconventional, hard-driving, flawed, well-intentioned father of tennis superstars Venus and Serena Williams.Will Smith portrays Richard Williams in a showcase role that he capitalizes on. Richard Williams is not a particularly likable man - his hustler mentality is eclipsed only by his stubbornness. But more than anything, Richard Williams was committed to giving Venus and Serena every opportunity to succeed in a tennis world that seemed like a different universe to the Compton neighborhood in which they were raised. Richard and his wife Oracene (an outstanding Aunjanue Ellis, THE HELP) coached the young girls themselves in public parks via instructional articles in Tennis magazines. Both parents balanced their jobs with this coaching, and Richard spent a significant amount of time ""marketing"" the girls to professional coaches, most who had no interest in taking on pupils who couldn't pay.Venus (Saniyya Sidney) and younger sister Serena (Demi Singleton) trust whole-heartedly in ""The Plan"" their father has in place. It's a plan designed to place million dollar checks in their hands, and lead them to the top of the tennis world. Their first break comes in the form of John McEnroe coach Paul Cohen (Tony Goldwyn), who agrees to coach Venus. The real fun begins when Richard cuts a deal with super coach/trainer Rick Macci (a terrific Jon Bernthal) to take on both girls and cover the families living arrangements in Florida.What makes this film work is that so many of us can relate to just how difficult it is to be a parent, and never settle for less when it comes to the kids. Now, Richard Williams is an extreme example - and his enormously successful daughters have dealt his approach a hand of credibility. Richard and Oracene are presented as very protective of their daughters, but also obsessed with helping them excel at school, tennis, and life. Given that there are three other daughters living in the house, it's surprising that we don't get more details on the reactions from those girls to the favorable treatment of Venus and Serena. The family is presented as being very tight-knit and loving, but it's difficult to swallow that jealousy didn't rise up periodically.This truly is the story of how Richard Williams remained focused on getting his daughters to the top, so don't expect the tennis history of Venus and Serena. The young actors playing them are excellent, but this takes us through the foundation of their careers while overcoming adversity, not the professional highlights. Oscar winning cinematographer Robert Elswit (THERE WILL BE BLOOD) makes the tennis look legitimate, while also bringing us the family intimacy. In fact, the scene in the kitchen is one of the more intense and well-acted scenes we will see this year, and the camera work amplifies the tension. On the lighter side, we get Will Smith singing Kenny Rogers' ""The Gambler"", and the closing credits show actual clips of Richard, Venus and Serena, as well as a rundown of their impressive achievements. Director Green has delivered a crowd-pleaser with some poignancy and a few well-placed messages. It wouldn't surprise to see a few award nominations attached to this one.Opens in theaters and streams on HBO Max beginning November 19, 2021.",King Richard
572,4,ops-52535,its lifes bright sides...,7/10,20 November 2021,"Shown in the most extraordinary way, with a most extraordinary cast, about the black tennis miracle outta compton california, venus and serena williams, the story about their mother and father, bracing the walkway to the tenniscourts in their own original way. Its a film that rolls with a big smile, and a tremendous success.Even though the film mostly shows the up, and not the worst of hardships on the way, its decent and should inspire other kids from other unlikely set neighbourhoods to become super stars in whatever sport. Will smith as the father is a winner, but most of all the junior actors in this film amazes me, they do know how to play tennis, and they do know how to act, therefore a hi five to them and the cast.Its not a highly original plot and setup for a sportsmovie, but its filled with love and humbleness, lots of humour, but also dominating parents that may be disliked by some, like me the grumpy old man, but its a romp worth to watch for the great tennis acts and sky high spirits.",King Richard
573,5,cruise01,Will Smith giving his best in a strong sports drama.,8/10,23 November 2021,"4 out of 5 stars.King Richards is a good biographical drama film that gives Will Smith to shine with an outstanding performance. And making this film one heartfelt story about Richard Williams (Will Smith) who is raising his two daughters Venus (Saniyya Sidney) and Serena (Demi Singleton) and plotting a life course of a successful professional tennis player path.What Worked? It is a strong and heartfelt story. Richard plotting a path for his two daughters to become professional tennis players. It is strong. Richard is brilliant and stubborn. He even rejects professional tennis coach offers cause he felt like they were not right for his daughters. Which is a huge risk rejection. Of course things fall into place when he comes across Rick (Jon Bernthal). The story is good.Will Smith delivers with another outstanding performance. Which he is a good actor. When he is on screen as Richard, he literally displays a whole different character on screen. Saniyya Sidney and Demi Singleton were both great with there characters. Aunjanue Ellis playing Brandy, there mother was also good. Jon Bernthal playing Rick who tries to lead the girl in a right path as a coach was also good.What did not work? I felt like the film does have a little uneven pacing with its direction.Overall, it is one strong emotional heartfelt story that will shine of seeing two rising tennis players becoming the famous players today.",King Richard
574,6,Top_Dawg_Critic,It will make every sports-parent feel inadequate.,8/10,25 November 2021,"Even though the 144 min runtime flew buy, I felt there was too much filler on Richard and little substance for the sisters. I would've enjoyed more of Serena and Venus at the current runtime, or cut out much of the fluff on Richard down to 110 mins tops.The directing was excellent, and Smith's performance was stellar as Richard, and the rest of the cast was spot on. Cinematography and score were great. Certainly a decent one-time watch, especially for fans of the sisters. The ending real-life photos and videos had a really uncanny resemblance to all the actor's characters. It's a well deserved 8/10.
                
                    6 out of 11 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",King Richard
575,7,paul-allaer,"""The Man With a Plan""",7/10,22 November 2021,"As ""King Richard"" (2021 release; 144 min.) opens, we are immediately in the thick of things as Richard Williams is a man with a plan, ""to go from protege to pro"" for his young daughters Venus and Serena who are budding tennis players. Alas, things are not as easy as they look, given that the Williams family is from Compton, CA and nobody in the tennis world is waiting on a black female tennis star (let alone two). But Richard perseveres... At this point we are 10 min into the film. You'll just have to see for yourself how it all plays out.Couple of comments: this is directed by Reinaldo Marcus Green (""Monsters & Men""). More importantly, the Williams family gave its full blessing to this film, and Venus and Serena are both credited as Executive Producers. The script focuses very much on the complicated figure that is Richard Williams. Is he the well-meaning father who just wants his girls to succeed, at any cost? Or is he a self-promoting grand schemer? What if he is both of those, and more? The script dives deep into this character, and that is the ultimate reason why this film is so surprisingly effective. Because we know how this will end (spoiler: both Venus and Serena will conquer the tennis universe!), it's all about the journey on how Richard got them to that point. Much has been said already about Will Smith's lead performance, and let's just go ahead and say it: he is fantastic in this role, and his Best Actor Oscar nomination is already assured (with a win quite likely). The rest of the cast is equally great. Check out a pivotal scene between Richard and his wife Brandy (played by Aunjanue Ellis) when Richard has made a pivotal decision without consulting her. Top-notch acting all around. The movie covers events up to 1994 (when Venus was just 15, and Serena just 13). I had forgotten the details of Venus' first tournament as a pro. It gave me the chills as I watched this.""King Richard"" was supposed to be released exactly a year ago, but a little thing called COVID-19 had other plans (and almost almost brought the movie theaters industry to its knees). The movie FINALLY premiered in theaters this weekend, while also simultaneously streaming on HBO Max (where I caught it). Despite universal acclaim for both the movie (certified 92% Fresh on Rotten Tomatoes) and for Will Smith, the film underwhelmed at the box office (just $5 mill, significantly below expectations and projections). It's not hard to see why: this is not an ""action"" movie or a movie about superstars Venus and Serena. It is a nuanced character study of a man with obvious flaws but who also surprises us in other ways. If that sounds like it might be your cup of tea, I'd readily suggest you check this out, be it in theaters or on HBO Max, or later on other streaming platforms and also on DVD/Blu-ray, and draw your own conclusion.",King Richard
576,8,CubsandCulture,Effective Oscar bait,6/10,22 November 2021,"Smith fans should be pleased with this film. It is a good show case for the actor. It is one of Smith's better performances as well. It's almost real acting from the star. The film is perfectly pleasant because of Smith alone.I however am not overly fond of the film for two reasons. First, the direction and parts of the screenplay are dramatically inert. The climax of the film feels much more like a reversal of fortune and not an ending. And while the direction is technically polished it is uninspired. Second, the decision to frame the story as Richard's is decidedly odd. Some of the material is refreshing in a sports film context but Richard Williams should not overshadow his daughters because they are the ones who did the main work. The film robs the William sisters of a lot of agency-it feels gross in retrospect because it is clear that Smith shaped the story to make the film a vehicle to win an Oscar.The film works and I think tennis people will get a lot from it. But the film is basically just a really good lead performance from a character who should have been in a supporting role.",King Richard
577,9,yusufpiskin,And the Oscar goes to...,9/10,29 November 2021,"After years of trying to prove he's a good actor, Will Smith now wants to win an Oscar statuette.My personal opinion is that it should have won an Oscar already.If we talk about the movie, it allowed me to watch a subject that I am not very interested in for two and a half hours.Even this is a great achievement in this age.I mean, putting people who are bored with half-hour serials on the couch for two and a half hours.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",King Richard
578,10,masonfisk,GOOD FILM FOR THE SOUL...!,8/10,29 November 2021,"Will Smith is back in his ever loving, audience pleasing best in this recent biopic release of Venus & Serena's father, Richard as he guided them from the mean streets of Compton to being the best tennis players of their generation & possibly ever. A transplant from Louisiana & not a stranger to racism, Smith sacrifices every & all so that he & his 2 nascent tennis prodigies achieve their goals even though a major stumbling block comes in the form in finding sponsorship. When he finally crosses that hurtle, securing Venus a coach, played by Tony Goldwyn, things starts to move (Serena is not completely left out as Smith's wife, played by Aunjanue Ellis, steps up to continue her training) but when Goldwyn pressures Venus to compete in the juniors, Smith is reticent her childhood may be sacrificed (something that carries over when Smith switches coaches ending up w/a Florida based heavy hitter, played by the Punisher, Jon Bernthal). Letting some years lapse between her eventual debut at 14, Venus faces the best player in the world, will all the hard work & perseverance pay off? The only thing one would need to check is the history books (or youtube to see how the game played out) but as most successful bio flicks set out to & achieve, even knowing the outcome of said match, doesn't diminish the audiences' appetite to see a talented girl make good. Smith, who will surely get another Oscar nom for his prickly pear of performance (was all the hard work he instilled in his daughters for his sake or theirs?) but the actresses tasked to do not only do the physical labors but also the emotional heft (Saniyya Sidney & Demi Singleton) are equal to Smith's task. Ellis, who shined in last year's Lovecraft Country, also holds her own as the mother who will be damned to be left out of any of her children's future decisions, nearly steals the film out from under Smith.",King Richard
579,11,masonsaul,Incredible sports drama,9/10,24 November 2021,"Even though it follows a very familiar formula, King Richard is an incredible sports drama that's heartwarming, tense and emotional. Will Smith gives an incredible lead performance that's definitely one of his all time best. Aunjanue Ellis, Saniyya Sidney, Demi Singleton, Tony Goldwyn and Jon Bernthal are all great. Reinaldo Marcus Green's direction is fantastic, it's extremely well filmed and well paced. The soundtrack is really good and the music by Kris Bowers is excellent.
                
                    11 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",King Richard
580,12,rgkarim,A King's Legacy Crammed Into Too Little Time:,7/10,20 November 2021,"LIKESThe Sports Moments:
While not campy like the Mighty Ducks, and certainly not as complete as movies like Hoosiers or Miracle, King Richard is a movie whose sports scenes are worthy of watching. Tennis matches may seem repetitive, but the film does a great job of showing off highlighted matches to give enough of the historical starts of the Williams sisters. The ending bout especially has some key moments, and though I would have liked a little more time in the match, or some adlibbing to make good volley moments that sports dram do well. Still, the movie gives enough of the sports feel to spice things up and break up the other dramatic elements.The Cinematography:
It's beautiful, and I agree with the way they have captured the moments of King Richard's plan into the modern day cinema. A blend of old footage, acts as fun launching the film to recreate history once again. The angles chosen to depict those key moments, with dynamic camera work keeping up with the chaos of life. It has filters and lighting to really bring out the feels of the family, and continues to fluctuate as the movie requires. When you see the setting and how they've taken us back to the decades where the girls were growing up, you are pulled further into the story and a bit distracted from some of the liberties taken in the film.The Story:
Again, the liberties taken in this movie I am not sure of, but the movie shows a lot of heart about a man whose principles were very limiting, but also inspirational in the goals designed. Richard may not have been the best parent, but his tale has a lot of gut wrenching moments in both the positive and negative aspects. This film shows you the layers of the Williams' father, all the turmoil that he held and why he pushed them as far as they did. The character centric plot gradually fleshes out insight into his checkered past, giving you perspectives from all the people this ""stubborn man"" put them through in his quest to make his plans a reality. Many of the secondary characters got their due time on the film, and those avenues were smart to continue to renew the investment into the tale. An even smarter decision was the intermittent shift to Venus' side of the story, and getting to see her feelings and views during the key elements were pretty cool for me. Her story never swallowed or took too much away from the main story, but instead threaded easily through it and picked up the energy and pace as Richard's story started to get repetitive. This helped keep the 2.5 hours from feeling too long and drawn out.The Politics Are Controlled:
I'll admit it gets preachy and a little in your face with the dialogue and certain scenes. However, King Richard was not the worse agenda pushing piece to come to the theater in the recent years. There are really inspirational moments, and some great comedy moments they use to fight the agenda, and many of them still hold the heart of Richard's journey to get his family the respect and stability they needed. It kept again the character at the center most of the time, and did a great job not diverting from that key story they were trying to tell us, which I'm greatly appreciative of letting the story tell the message instead of the in your face dialogue.The Acting:
Hands down the best part of the movie is the acting from so many members of the groups. The coaching staff, the other competitions, even the sisters who had a few lines sold me to the tight knit family the Williams were. However, the top billed cast is who I will focus on for the sake of time. Bernthal is the key coach you get in the movie and he rocks in the wide eyed coach, with dreams of making it big through his athlete's talents. A bit of jerk, which he plays well, Bernthal accomplishes the complex nature that this role held. Balancing precariously between potential antagonist and full on friend of the group, and I loved his energy in his goal to keep Richard from diverting too far with his plan. Ellis' role as the mother was amazing as well, the antithesis of Richard on some levels, while also playing the role of the faithful wife helping to support the family when Richard was focused on other parts. She's strong, she's bold, but she has that empowering presence that works super well for the role, if only I could have had more time with her. I have to say that Saniyya Sidney accomplished a lot in her role as young Venus, holding so much emotion and keeping it in check, with well-executed acting for most of the movie. She resonated with everyone in this group, and her and Smith's chemistry was an entropy favoring reaction that I would love to see again. As for Smith, again the man has proven his acting chops and the mantle of the ""king"" was a good fit for me upon watching him. One part emotional blend, one part comedy, and fantastic mimicry of the Williams patriarch, Smith's ability to take the inspirational and the mannerisms and blend them into a fun, yet serious, role worked for me. I enjoyed watching the obsessive nature of Richard emerge with each new venture, and Smith's evolution of the character was great as he never lost touch with Richard's core personality traits. Certainly an Oscar worthy performance from this reviewer.DISLIKES:The Pace At Times:
While most of the movie goes at smooth pace, there are times where the tangential paths were not the right tangents to use for me. Richard had a bunch of stuff to unleash, and when trying to balance Venus' tale into the mix, it leads to some inconsistent pace that feels a little bloated. A minor complaint, and one that is minimal once the exciting things come up.More Tennis Scenes Would Have Been Nice:
Again it's a sports movie according to the genre, and I'd have liked a few more moments of movie magic to spice up the game scenes that we got. Certainly the final match of the movie had that, but there were some other ones that could have used a little intervention to give me the excitement other sports movies have accomplished. This might have helped break up the slower pace for me, and give a little more room for the sound editing, cinema, and Sidney's work to elevate further.Lots of Story Sort of Skimmed over:
The story is about King Richard, and for much of the film we have been given insights into the hardships he faced and the actions he did. Sadly, Richard's story still feels skimmed and incomplete from what they could have been. All the stories of the past could have been done in either flashbacks or shown earlier in the movie, or perhaps a better execution of his talks to the girls about the horrors he faced. His checkered past being reduced to a few sentences and I can't say how this would have been better without more time or a second movie to paint his life with. Richard lived a lot of stuff and this movie again did a decent job hitting the highlights, but it's not the most complete story of the bunch.The Character Usage:
Again, bravo for the connections and the things they presented in this film with the actors mentioned above. King Richard though advertises that both sisters get the fair shot in the game, but really it's only Venus' tale that gets most of the focus. Richard's interactions with much of the family he promoted has those key moments in monologues, there are other components that I wish I had more time with. The oldest daughter and her strives to academia, the other two daughters sort of falling into the unknown, which may reflect what is seen today, but still would have been nice to see more of. I wanted to again see more of his wife's involvement, seeing her coaching the girls as we got glimpses at the beginning of the movie. Even more shots of her working in the shadows while he continued his drive would have been great or maybe more into the family trying to make their way during the non-tennis moments could have helped alleviate the bare use of the other characters. This was again especially true of Sarena's tale, an interesting story itself, but again glazed over in an odd choice of a few key moments and promises that either indicate a sequel or meant to put a nod to how much he was working on her plan. I don't know, but I'd have liked again more time to balance the two sisters and the father, (the people on the poster) to really deliver on the promises the trailer made.The VERDICT:King Richard accomplishes much in its two and half hour runtime with quality that is certainly geared towards the Oscars. It's got fantastic sound and video quality, using both in an artistic approach that really adds finesse and atmosphere to the story of the Williams' father. It's got heart, tells a tale of heart, and shows a dramatic dive into a man's legacy to make his family's life better. The acting is sensational, chemistry key in many of the interactions, but Smith certainly pulls out a lot of quality cards in his latest leading role. Yet, the movie is another big promise of a lot of stories being represented fairly, and the potential for a good sports movie mixed in. King Richard's tale is sort of like that in this film, but does not quite deliver on all fronts to make a consistent quality film balancing all of these into a short time frame. There was much to still learn about this man, requiring a read by yours truly of his history, but this movie does a decent job getting things started. The portrayal is still incredible though and when balancing everything in this drama, alongside still needing some more sports moments, I give this film:Biography/Drama/Sport: 7.5
Movie Overall: 7.0.",King Richard
581,13,burlesonjesse5,VIEWS ON FILM review of King Richard,7/10,24 November 2021,"2021's King Richard refers to Richard Williams. He's the pseudo architect behind the success of tennis greats Venus and Serena Williams. King Richard is not always about Mr. Williams though. It's about Venus too. Serena? Well she takes a back seat even though she's now regarded as the greatest female to ever swing a racket (something Richard declared circa 1994).King Richard is probably the greatest tennis movie ever. That's not saying a whole lot because I've only seen five of them and three have been bad (Jocks, Players, Wimbledon). King Richard is also light on its feet (no pun intended), has a pep in its step, and is full of jovial energy. The film could be a little more compelling however. I mean it doesn't reach those kinds of heights except in the first act (trying to practice some down-the-line shots in a seedy area of Compton, CA).King Richard from a technical advisor standpoint, is pretty darn good. The tennis matches are well shot and you don't get that overwhelming feeling of CGI (remember Paul Bettany's Peter Colt trying to flex his forehand on those grass courts?). King Richard also blew me away with the casting of Saniyya Sidney as Venus Williams. Sidney's backhand looks pretty much identical to the one the actual Venus used to rip winners crosscourt. If you don't believe me just check the almighty YouTube.As a true story drama that would be worthwhile viewing for any aspiring tennis prod, King Richard feels somewhat unfinished even at 145 minutes. It doesn't really have a beginning and it ends about 3-4 years before the Williams sisters were ready to rule the tennis world. King Richard also suffers a little from being technically trite (I'm referring to the professional advice of the tennis teacher personas in the movie). Still, I can't help but recommend it.King Richard has great performances from three actors in Jon Bernthal (he plays tennis guru Rick Macci), Aunjanue Ellis (she plays Richard's wife Oracene), and Will Smith (he plays of course, Richard Williams). Smith is the standout here and deserves to be recognized by the Academy. He completely disappears into character just like he did in 2006's The Pursuit of Happyness. Heck, back then the Fresh Prince never stood a chance.",King Richard
